,x,y
0,-28.38477631085024,198.69343417595167
1,312.23253941935263,-28.38477631085024
2,-28.38477631085024,56.76955262170048
3,28.38477631085024,28.384776310850242
4,56.76955262170048,28.384776310850242
5,85.15432893255071,85.15432893255071
6,283.84776310850236,141.92388155425118
7,312.23253941935263,227.0782104868019
8,85.15432893255071,113.53910524340095
9,255.46298679765215,-28.384776310850235
10,227.0782104868019,141.92388155425118
11,198.69343417595167,170.30865786510142
12,198.69343417595167,141.92388155425118
13,56.76955262170048,85.15432893255071
14,-28.38477631085024,170.30865786510142
15,0.0,198.69343417595167
16,227.0782104868019,255.46298679765218
17,198.69343417595167,227.0782104868019
18,198.69343417595167,198.69343417595167
19,141.92388155425118,170.30865786510142
20,113.53910524340095,255.46298679765218
21,141.92388155425118,227.0782104868019
22,28.38477631085024,170.30865786510142
23,28.38477631085024,141.9238815542512
24,56.76955262170048,141.92388155425118
25,255.46298679765215,-56.76955262170048
26,56.76955262170048,-85.15432893255071
27,255.46298679765212,141.9238815542512
28,255.46298679765215,170.30865786510142
29,283.84776310850236,28.384776310850242
30,141.92388155425118,141.92388155425118
31,170.30865786510142,141.92388155425118
32,141.92388155425118,85.15432893255071
33,141.92388155425118,113.53910524340095
34,28.384776310850235,-28.384776310850235
35,0.0,-28.38477631085024
36,28.38477631085024,-56.76955262170048
37,-28.38477631085024,-56.76955262170048
38,-28.38477631085024,-28.38477631085024
39,141.92388155425118,-56.76955262170048
40,85.15432893255071,56.76955262170048
41,113.53910524340095,85.15432893255071
42,28.38477631085024,85.15432893255071
43,-28.38477631085024,141.92388155425118
44,0.0,141.92388155425118
45,0.0,255.46298679765218
46,28.38477631085024,227.0782104868019
47,28.384776310850235,198.69343417595167
48,56.76955262170048,198.69343417595167
49,141.92388155425118,198.69343417595167
50,170.30865786510142,198.69343417595167
51,28.38477631085024,113.53910524340095
52,113.53910524340095,141.92388155425118
53,312.23253941935263,0.0
54,227.0782104868019,-28.38477631085024
55,198.6934341759517,85.15432893255071
56,227.0782104868019,85.15432893255071
57,198.69343417595167,-56.76955262170048
58,283.84776310850236,-28.38477631085024
59,85.15432893255071,-28.384776310850235
60,85.15432893255071,-56.76955262170048
61,85.15432893255071,0.0
62,28.38477631085024,-85.15432893255071
63,141.92388155425118,56.76955262170048
64,283.84776310850236,198.69343417595167
65,255.46298679765212,198.6934341759517
66,255.46298679765218,113.53910524340095
67,56.76955262170048,-28.38477631085024
68,28.38477631085024,0.0
69,0.0,28.38477631085024
70,-28.38477631085024,28.38477631085024
71,85.15432893255071,28.384776310850242
72,28.38477631085024,56.76955262170048
73,0.0,85.15432893255071
74,227.0782104868019,198.69343417595167
75,85.15432893255071,141.9238815542512
76,255.46298679765218,0.0
77,141.92388155425118,28.384776310850242
78,198.69343417595167,-28.38477631085024
79,170.30865786510142,-28.38477631085024
80,141.92388155425118,-28.384776310850235
81,255.46298679765215,-85.15432893255071
82,283.84776310850236,-85.15432893255071
83,113.53910524340095,28.38477631085024
84,312.23253941935263,113.53910524340095
85,198.69343417595167,113.53910524340095
86,85.15432893255071,170.30865786510142
87,85.15432893255071,198.69343417595167
88,113.53910524340095,198.69343417595167
89,227.0782104868019,28.38477631085024
90,198.69343417595167,28.384776310850242
91,198.69343417595167,0.0
92,141.92388155425118,0.0
93,141.92388155425118,-85.15432893255071
94,170.30865786510142,-85.15432893255071
95,198.69343417595167,-85.15432893255071
96,255.46298679765215,85.15432893255071
97,283.84776310850236,85.15432893255071
98,255.46298679765218,56.76955262170048
99,255.46298679765218,227.0782104868019
100,198.69343417595167,56.76955262170048
101,255.46298679765215,28.384776310850242
102,85.15432893255071,227.0782104868019
103,255.46298679765215,255.46298679765215
104,113.53910524340095,-28.38477631085024
105,170.30865786510142,85.15432893255071
106,170.30865786510142,28.384776310850242
107,198.69343417595167,255.46298679765215
108,141.92388155425118,255.46298679765215
109,312.23253941935263,141.92388155425118
110,312.23253941935263,198.69343417595167
111,85.15432893255071,255.46298679765215
112,28.38477631085024,255.46298679765215
113,312.23253941935263,28.384776310850242
114,312.23253941935263,85.15432893255071
115,85.15432893255071,-85.15432893255071
116,-28.38477631085024,85.15432893255071
