,x,y
0,-28.38477631085024,-56.76955262170048
1,1107.0062761231593,1021.8519471906086
2,1050.2367235014588,1050.2367235014588
3,965.0823945689081,709.6194077712559
4,823.1585130146569,1021.8519471906086
5,624.4650788387052,-85.15432893255071
6,596.080302527855,-56.76955262170048
7,596.080302527855,-28.384776310850235
8,1078.6214998123091,-85.15432893255071
9,993.4671708797583,-56.76955262170048
10,993.4671708797583,113.53910524340095
11,-28.38477631085024,624.4650788387053
12,0.0,1050.2367235014588
13,-28.38477631085024,993.4671708797583
14,454.1564209736038,482.54119728445403
15,-28.38477631085024,397.38686835190333
16,482.54119728445403,482.54119728445403
17,510.9259735953043,482.54119728445403
18,482.54119728445403,454.1564209736038
19,482.54119728445403,425.7716446627536
20,1107.0062761231593,539.3107499061545
21,1107.0062761231593,454.1564209736038
22,709.6194077712559,738.0041840821062
23,738.0041840821061,596.080302527855
24,794.7737367038067,1050.2367235014588
25,823.1585130146569,1050.2367235014588
26,766.3889603929564,1050.2367235014588
27,1107.0062761231593,567.6955262170047
28,1107.0062761231593,596.080302527855
29,596.080302527855,28.384776310850242
30,624.4650788387052,28.384776310850242
31,596.080302527855,0.0
32,539.3107499061545,-56.76955262170048
33,539.3107499061546,-28.384776310850235
34,1078.6214998123091,312.23253941935263
35,1050.2367235014588,312.23253941935263
36,1107.0062761231593,340.61731573020285
37,1050.2367235014588,255.46298679765215
38,1050.2367235014588,198.69343417595167
39,1107.0062761231593,227.0782104868019
40,851.5432893255071,255.46298679765215
41,823.1585130146569,227.0782104868019
42,823.1585130146569,198.69343417595167
43,794.7737367038067,85.15432893255071
44,1050.2367235014588,-85.15432893255071
45,1050.2367235014588,-56.76955262170048
46,851.5432893255071,-85.15432893255071
47,1107.0062761231593,-28.38477631085024
48,993.4671708797583,0.0
49,965.0823945689081,141.92388155425118
50,993.4671708797583,141.92388155425118
51,56.76955262170048,85.15432893255071
52,0.0,255.46298679765218
53,-28.38477631085024,283.84776310850236
54,-28.38477631085024,312.23253941935263
55,-28.38477631085024,965.0823945689082
56,0.0,993.4671708797583
57,-28.38477631085024,425.7716446627536
58,28.384776310850235,482.54119728445403
59,0.0,482.54119728445403
60,85.15432893255071,312.23253941935263
61,56.76955262170048,312.23253941935263
62,227.0782104868019,1050.2367235014588
63,198.69343417595167,965.0823945689082
64,340.61731573020285,879.9280656363574
65,681.2346314604057,993.4671708797583
66,738.0041840821061,879.9280656363574
67,397.38686835190333,993.4671708797583
68,596.080302527855,56.76955262170048
69,1050.2367235014588,539.3107499061545
70,1050.2367235014588,510.92597359530424
71,1050.2367235014588,596.080302527855
72,1021.8519471906086,596.080302527855
